molecule_chembl_id,canonical_smiles,bioactivityclass,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL373588,Fc1ccc(Cn2ccnc2)cc1F,intermediate,194.184,2.2096,0.0,2.0,5.017728766960431
CHEMBL210125,Clc1cc(Cl)cc(Cn2ccnc2)c1,intermediate,227.09400000000002,3.2382000000000017,0.0,2.0,5.476253533188435
CHEMBL379436,Clc1ccc(Cn2ccnc2)cc1Cl,intermediate,227.09400000000002,3.238200000000001,0.0,2.0,5.684029654543083
CHEMBL211276,Brc1cc(Br)cc(Cn2ccnc2)c1,intermediate,315.996,3.456400000000002,0.0,2.0,5.5003129173815966
CHEMBL14192,c1ccc(Cn2ccnc2)cc1,inactive,158.204,1.9313999999999998,0.0,2.0,4.408267761048164
CHEMBL386256,Brc1ccc(CCCn2ccnc2)cc1,intermediate,265.15399999999994,3.2784000000000013,0.0,2.0,5.530177984021837
CHEMBL215320,Brc1ccc(CCn2ccnc2)cc1,inactive,251.12699999999998,2.888300000000001,0.0,2.0,4.513427849481643
CHEMBL213493,Clc1ccc(CCCn2ccnc2)cc1,intermediate,220.70300000000003,3.1693000000000007,0.0,2.0,5.232844133917819
CHEMBL379290,Clc1ccc(CCn2ccnc2)cc1,inactive,206.67600000000004,2.7792000000000003,0.0,2.0,4.3041682271733075
CHEMBL214932,Fc1ccc(CCCn2ccnc2)cc1,inactive,204.24800000000005,2.655000000000001,0.0,2.0,4.55579901113584
CHEMBL215425,Fc1ccc(CCn2ccnc2)cc1,inactive,190.22100000000003,2.2649,0.0,2.0,3.920095532333279
CHEMBL380271,c1ccc(CCCn2ccnc2)cc1,inactive,186.25800000000004,2.5159000000000002,0.0,2.0,4.509339346643864
CHEMBL403475,CCC(c1ccc(-c2ccsc2)cc1)n1ccnc1,active,268.385,4.611000000000004,0.0,3.0,6.250263684430939
CHEMBL254328,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,active,349.51800000000003,5.398600000000005,1.0,2.0,6.657577319177793
CHEMBL273191,CC(c1ccc(-c2ccsc2)cc1)n1ccnc1,active,254.358,4.220900000000003,0.0,3.0,6.170053304058364
CHEMBL539453,Cc1ccc(S(=O)(=O)Oc2ccc(Cn3ccnc3)cc2)cc1,inactive,328.39300000000003,3.0075200000000013,0.0,5.0,4.599289363226768
CHEMBL549919,O=[N+]([O-])c1ccc(S(=O)(=O)Oc2ccc(Cn3ccnc3)cc2)cc1,intermediate,359.363,2.6073000000000004,0.0,7.0,5.162411561764489
CHEMBL560398,O=S(=O)(Oc1ccc(Cn2ccnc2)cc1)c1ccc(F)cc1,inactive,332.356,2.8382000000000014,0.0,5.0,4.797784224198868
CHEMBL549920,O=S(=O)(Oc1ccc(Cn2ccnc2)cc1)c1ccc(Cl)cc1,intermediate,348.81100000000004,3.352500000000002,0.0,5.0,5.164309428507575
CHEMBL190231,O=S(=O)(Oc1ccc(Cn2ccnc2)cc1)c1ccc(Br)cc1,intermediate,393.262,3.4616000000000025,0.0,5.0,5.315154638355588
CHEMBL558136,O=S(=O)(Oc1ccc(Cn2ccnc2)cc1)c1ccc(I)cc1,inactive,440.262,3.303700000000002,0.0,5.0,4.999565922520682
CHEMBL553870,COc1ccc(S(=O)(=O)Oc2ccc(Cn3ccnc3)cc2)cc1,intermediate,344.392,2.707700000000001,0.0,6.0,5.221848749616356
CHEMBL560333,O=S(=O)(Oc1ccc(Cn2ccnc2)cc1)c1ccc(C(F)(F)F)cc1,inactive,382.363,3.717900000000003,0.0,5.0,4.1876883908688765
CHEMBL1222850,CCc1ccc(S(=O)(=O)Oc2ccc(Cn3ccnc3)cc2)cc1,active,342.42,3.2615000000000025,0.0,5.0,7.698970004336019
CHEMBL1222922,CCCc1ccc(S(=O)(=O)Oc2ccc(Cn3ccnc3)cc2)cc1,active,356.447,3.651600000000003,0.0,5.0,7.522878745280337
CHEMBL1222923,CCCCc1ccc(S(=O)(=O)Oc2ccc(Cn3ccnc3)cc2)cc1,active,370.474,4.041700000000003,0.0,5.0,7.3979400086720375
CHEMBL1222924,CCCCCc1ccc(S(=O)(=O)Oc2ccc(Cn3ccnc3)cc2)cc1,active,384.50100000000003,4.4318000000000035,0.0,5.0,6.795880017344075
CHEMBL1222987,O=S(=O)(Oc1ccc(Cn2ccnc2)cc1)c1ccc(-c2ccccc2)cc1,active,390.46400000000006,4.366100000000003,0.0,5.0,8.0
CHEMBL1682893,CNC(=O)c1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1,active,323.3960000000001,2.814400000000001,3.0,3.0,8.221848749616356
CHEMBL1682890,CNC(=O)Nc1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1,active,338.4110000000001,3.206100000000001,4.0,3.0,7.958607314841775
CHEMBL1682894,CCNC(=O)c1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1,active,337.42300000000006,3.204500000000002,3.0,3.0,7.958607314841775
CHEMBL1682896,CC(C)NC(=O)c1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1,active,351.4500000000001,3.5930000000000017,3.0,3.0,7.920818753952375
CHEMBL1682899,CNC(=O)c1cc2ccc(C(O)(c3c[nH]cn3)C(C)C)cc2cc1C,active,337.4230000000001,3.1228200000000017,3.0,3.0,7.920818753952375
CHEMBL1682895,CCCNC(=O)c1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1,active,351.4500000000001,3.5946000000000025,3.0,3.0,7.886056647693163
CHEMBL1682888,CC(=O)c1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1,active,308.38100000000003,3.6574000000000018,2.0,3.0,7.853871964321762
CHEMBL1682901,CC(C)C(O)(c1ccc2c3c(ccc2c1)C(=O)N(C)C3)c1c[nH]cn1,active,335.40700000000004,3.040400000000001,2.0,3.0,7.823908740944319
CHEMBL1682887,COc1ccc2cc([C@](O)(c3c[nH]cn3)C(C)C)ccc2c1,active,296.37000000000006,3.463400000000002,2.0,3.0,7.6777807052660805
CHEMBL1682889,CC(=O)Nc1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1,active,323.3960000000001,3.4132000000000016,3.0,3.0,7.5376020021010435
CHEMBL1682902,CC(C)C(O)(c1ccc2cc3c(cc2c1)CNC3=O)c1c[nH]cn1,active,321.38,2.6982,3.0,3.0,7.376750709602099
CHEMBL1682891,COC(=O)c1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1,active,324.38000000000005,3.2414000000000014,2.0,4.0,7.366531544420414
CHEMBL1682903,CC(C)C(O)(c1ccc2cc3c(cc2c1)CN(C)C3=O)c1c[nH]cn1,active,335.407,3.040400000000001,2.0,3.0,7.154901959985743
CHEMBL1682897,CNC(=O)c1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1Cl,active,357.8410000000001,3.467800000000002,3.0,3.0,7.040958607678906
CHEMBL1682905,CC(C)[C@@](O)(c1ccc2c3c(ccc2c1)C(=O)N(C)C3)c1c[nH]cn1,active,335.40700000000004,3.040400000000001,2.0,3.0,6.958607314841775
CHEMBL1682900,CC(C)C(O)(c1ccc2c3c(ccc2c1)C(=O)NC3)c1c[nH]cn1,active,321.38,2.6982,3.0,3.0,6.7447274948966935
CHEMBL1682898,CNC(=O)c1ccc2cc(C(O)(c3c[nH]cn3)C(C)C)ccc2c1C,active,337.4230000000001,3.1228200000000017,3.0,3.0,6.698970004336019
CHEMBL1682892,CC(C)C(O)(c1ccc2cc(C(N)=O)ccc2c1)c1c[nH]cn1,active,309.36899999999997,2.5537,3.0,3.0,8.0
CHEMBL1682904,CC(C)[C@](O)(c1ccc2c3c(ccc2c1)C(=O)N(C)C3)c1c[nH]cn1,active,335.40700000000004,3.040400000000001,2.0,3.0,8.0
CHEMBL1766169,CC(C)C(O)(c1cccc(-c2ccccc2)c1)c1c[nH]cn1,active,292.38199999999995,3.968600000000002,2.0,2.0,7.823908740944319
CHEMBL1765101,COc1ccc(-c2cccc(C(O)(c3c[nH]cn3)C(C)C)c2)cc1,active,322.4080000000001,3.9772000000000016,2.0,3.0,8.0
CHEMBL1766170,CC(C)C(O)(c1cccc(-c2ccc(F)cc2)c1)c1c[nH]cn1,active,310.37199999999996,4.107700000000003,2.0,2.0,8.080921907623926
CHEMBL1766171,CC(C)C(O)(c1cccc(-c2ccc(Cl)cc2)c1)c1c[nH]cn1,active,326.827,4.622000000000003,2.0,2.0,7.721246399047171
CHEMBL1766172,CC(C)C(O)(c1ccc(-c2ccccc2)cc1)c1c[nH]cn1,active,292.382,3.968600000000002,2.0,2.0,7.481486060122112
CHEMBL1766173,COc1ccc(-c2ccc(C(O)(c3c[nH]cn3)C(C)C)cc2)cc1,active,322.408,3.9772000000000025,2.0,3.0,6.920818753952375
CHEMBL1766174,CC(C)C(O)(c1ccc(-c2ccc(F)cc2)cc1)c1c[nH]cn1,active,310.37199999999996,4.107700000000003,2.0,2.0,7.552841968657781
CHEMBL1766175,CC(C)C(O)(c1ccc(-c2ccc(Cl)cc2)cc1)c1c[nH]cn1,active,326.827,4.622000000000003,2.0,2.0,7.5376020021010435
CHEMBL1766176,CC(=O)Nc1cccc(-c2ccc(C(O)(c3c[nH]cn3)C(C)C)cc2)c1,active,349.4340000000001,3.9270000000000023,3.0,3.0,7.769551078621726
CHEMBL1766177,CC(=O)Nc1ccc(-c2ccc(C(O)(c3c[nH]cn3)C(C)C)cc2)cc1,active,349.4340000000001,3.9270000000000023,3.0,3.0,7.619788758288394
CHEMBL1766178,CNC(=O)c1cccc(-c2ccc(C(O)(c3c[nH]cn3)C(C)C)cc2)c1,active,349.4340000000001,3.3282000000000016,3.0,3.0,7.309803919971486
CHEMBL1766179,CNS(=O)(=O)c1cccc(-c2ccc(C(O)(c3c[nH]cn3)C(C)C)cc2)c1,active,385.48900000000003,2.8767000000000014,3.0,4.0,7.1487416512809245
CHEMBL1766180,CNC(=O)Nc1cccc(-c2ccc(C(O)(c3c[nH]cn3)C(C)C)cc2)c1,active,364.44900000000007,3.7199000000000026,4.0,3.0,7.619788758288394
CHEMBL1766181,CC(C)C(O)(c1ccc(-c2ccccn2)cc1)c1c[nH]cn1,active,293.37,3.363600000000001,2.0,3.0,6.6777807052660805
CHEMBL1766182,CC(=O)Nc1cccc(-c2ccc(C(O)(c3c[nH]cn3)C(C)C)cc2)n1,active,350.4220000000001,3.322000000000002,3.0,4.0,7.275724130399211
CHEMBL1766183,CC(=O)Nc1cccc(-c2ccc(C(C)(O)c3c[nH]cn3)cc2)c1,active,321.38,3.2909000000000015,3.0,3.0,7.2076083105017466
CHEMBL1766184,CCC(O)(c1ccc(-c2cccc(NC(C)=O)c2)cc1)c1c[nH]cn1,active,335.40700000000004,3.681000000000001,3.0,3.0,7.6020599913279625
CHEMBL1766185,CC(=O)Nc1cccc(-c2ccc(C(O)(c3c[nH]cn3)C3CC3)cc2)c1,active,347.4180000000001,3.681000000000002,3.0,3.0,7.0915149811213505
CHEMBL1766186,CC(=O)Nc1cccc(-c2ccc(C(O)c3c[nH]cn3)cc2)c1,active,307.353,3.1168000000000005,3.0,3.0,6.494850021680094
CHEMBL1766187,CC(=O)Nc1cccc(-c2ccc([C@](O)(c3c[nH]cn3)C(C)C)cc2)c1,active,349.4340000000001,3.9270000000000023,3.0,3.0,7.853871964321762
CHEMBL1766188,CC(=O)Nc1cccc(-c2ccc([C@@](O)(c3c[nH]cn3)C(C)C)cc2)c1,active,349.4340000000001,3.9270000000000023,3.0,3.0,6.113509274827518
CHEMBL1766189,CC(=O)Nc1cccc(-c2ccc([C@](O)(c3c[nH]cn3)C(C)C)cc2)n1,active,350.4220000000001,3.322000000000002,3.0,4.0,7.481486060122112
CHEMBL1766190,CC(=O)Nc1cccc(-c2ccc([C@@](O)(c3c[nH]cn3)C(C)C)cc2)n1,active,350.4220000000001,3.322000000000002,3.0,4.0,6.0
CHEMBL1766191,CC[C@](O)(c1ccc(-c2cccc(NC(C)=O)c2)cc1)c1c[nH]cn1,active,335.40700000000004,3.681000000000001,3.0,3.0,7.721246399047171
CHEMBL1766192,CC[C@@](O)(c1ccc(-c2cccc(NC(C)=O)c2)cc1)c1c[nH]cn1,active,335.40700000000004,3.681000000000001,3.0,3.0,6.346787486224656
CHEMBL1921977,CNC(=O)c1ccc2cc(C3(O)CCn4cncc43)ccc2c1,active,307.353,2.0355,2.0,4.0,7.267606240177032
CHEMBL1921978,CNC(=O)c1ccc2cc(C3(O)c4cncn4CC3(C)C)ccc2c1,active,335.40700000000004,2.6716000000000006,2.0,4.0,6.958607314841775
CHEMBL1921979,CNC(=O)c1ccc2cc(C3CCn4cncc43)ccc2c1,active,291.354,2.9315000000000015,1.0,3.0,7.823908740944319
CHEMBL1921980,CNC(=O)c1ccc2cc(C(C)(O)c3cncn3C)ccc2c1,active,309.369,2.1887,2.0,4.0,6.0
CHEMBL1921981,NC(=O)c1ccc2cc(C3(O)CCn4cncc43)ccc2c1,active,293.32599999999996,1.7748,2.0,4.0,7.619788758288394
CHEMBL1921982,CCNC(=O)c1ccc2cc(C3(O)CCn4cncc43)ccc2c1,active,321.38,2.4256,2.0,4.0,6.958607314841775
CHEMBL1921983,O=C(NC1CC1)c1ccc2cc(C3(O)CCn4cncc43)ccc2c1,active,333.391,2.5681000000000003,2.0,4.0,7.0
CHEMBL1921984,CC(C)NC(=O)c1ccc2cc(C3(O)CCn4cncc43)ccc2c1,active,335.40700000000004,2.8141000000000007,2.0,4.0,6.795880017344075
CHEMBL1921976,CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1,active,307.353,2.0355,2.0,4.0,7.318758762624412
CHEMBL1921985,CNC(=O)c1ccc2cc([C@]3(O)CCn4cncc43)ccc2c1,active,307.353,2.0355,2.0,4.0,6.7447274948966935
CHEMBL3087962,Cc1noc(C2=CC[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)n1,active,354.49400000000014,4.695020000000004,1.0,4.0,6.221848749616356
CHEMBL3264604,COc1cc2ccc(C(O)(c3c[nH]cn3)C(C)C)cc2cc1OC,active,326.39600000000013,3.472000000000002,2.0,4.0,6.853871964321762
CHEMBL3264602,COc1cc2ccc(C(O)(c3ccncc3)C(C)C)cc2cc1OC,active,337.4190000000001,4.143900000000003,1.0,4.0,7.221848749616356
CHEMBL3264600,COc1cc2ccc(C(O)(c3cnco3)C(C)C)cc2cc1OC,active,327.3800000000001,3.736900000000003,1.0,5.0,7.0655015487564325
CHEMBL3264597,COc1cc2ccc(C(O)(c3cnn[nH]3)C(C)C)cc2cc1OC,active,327.3840000000001,2.867000000000001,2.0,5.0,6.7447274948966935
CHEMBL3264599,COc1cc2ccc(C(O)(c3cncs3)C(C)C)cc2cc1OC,active,343.44800000000015,4.205400000000004,1.0,5.0,6.5376020021010435
CHEMBL3264596,COc1cc2ccc(C(O)(c3cn[nH]c3)C(C)C)cc2cc1OC,active,326.39600000000013,3.472000000000002,2.0,4.0,6.366531544420414
CHEMBL3264603,COc1cc2ccc(C(O)(c3ccncn3)C(C)C)cc2cc1OC,active,338.4070000000001,3.5389000000000026,1.0,5.0,6.356547323513812
CHEMBL3264595,COc1cc2ccc(C(O)(c3cc[nH]n3)C(C)C)cc2cc1OC,intermediate,326.39600000000013,3.472000000000002,2.0,4.0,5.795880017344075
CHEMBL3264601,COc1cc2ccc(C(O)(c3cccnc3)C(C)C)cc2cc1OC,intermediate,337.4190000000001,4.143900000000003,1.0,4.0,5.376750709602099
CHEMBL3264598,COc1cc2ccc(C(O)(c3nc[nH]n3)C(C)C)cc2cc1OC,intermediate,327.3840000000001,2.867000000000001,2.0,5.0,5.1487416512809245
CHEMBL3677955,O=C1N(c2ccnc(C(F)(F)F)c2)[C@H]2C[C@H]2N1c1cnccc1C1CC1,active,360.33900000000006,3.960300000000002,0.0,3.0,8.522878745280337
CHEMBL3639767,O=C1N(c2ccnc(Cl)c2)CCN1c1cnccc1C1CC1,active,314.77600000000007,3.4540000000000015,0.0,3.0,8.568636235841012
CHEMBL3677931,COc1cc(N2CCN(c3cnccc3C3CC3)C2=O)ccn1,active,310.357,2.8092000000000015,0.0,4.0,8.337242168318426
CHEMBL3677924,O=C1N(c2ccnc(C(F)(F)F)c2)CCN1c1cnccc1C1CC1,active,348.32800000000003,3.8194000000000026,0.0,3.0,8.958607314841775
CHEMBL3912227,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1n[nH]cc1C=O,active,366.50500000000005,4.539200000000004,2.0,3.0,7.180456064458132
CHEMBL3966872,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1n[nH]cc1CO,active,368.5210000000001,4.219000000000003,3.0,3.0,7.585026652029182
CHEMBL3947033,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1n[nH]cc1C#N,active,363.50500000000005,4.598380000000003,2.0,3.0,7.036212172654444
CHEMBL4090236,Fc1ccc2sc3c(c2c1)CCN(Cc1cncc2ccccc12)C3,active,348.4460000000001,5.146900000000004,0.0,3.0,6.409158165218398
CHEMBL4068802,Fc1ccc2sc3c(c2c1)CCN(Cc1c[nH]cn1)C3,active,287.363,3.3218000000000023,1.0,3.0,7.525783735923745
CHEMBL4096103,Fc1ccc2sc3c(c2c1)CCN(Cc1ccncc1)C3,active,298.386,3.993700000000004,0.0,3.0,6.0
CHEMBL4101951,Fc1ccc2sc3c(c2c1)CCN(Cc1cncnc1)C3,active,299.374,3.3887000000000027,0.0,4.0,7.093718844227847
CHEMBL4083961,Cc1cncc(CN2CCc3c(sc4ccc(F)cc34)C2)c1,active,312.41300000000007,4.302120000000003,0.0,3.0,6.9186526921958675
CHEMBL4063960,COc1cncc(CN2CCc3c(sc4ccc(F)cc34)C2)c1,active,328.41200000000003,4.002300000000003,0.0,4.0,7.4698003017969175
CHEMBL4091726,Fc1cncc(CN2CCc3c(sc4ccc(F)cc34)C2)c1,active,316.3760000000001,4.132800000000003,0.0,3.0,7.247951552180561
CHEMBL4072550,CC(C)c1ccncc1CN1CCc2c(sc3ccc(F)cc23)C1,active,340.46700000000004,5.117100000000004,0.0,3.0,6.271565049025745
CHEMBL4099464,C=C(C)c1ccncc1CN1CCc2c(sc3ccc(F)cc23)C1,active,338.451,5.026800000000004,0.0,3.0,6.0088625648796885
CHEMBL4083029,Fc1ccc2sc3c(c2c1)CCN(Cc1cnccc1C1CC1)C3,active,338.45100000000014,4.871100000000004,0.0,3.0,7.213958789757446
CHEMBL4061151,Fc1ccc2sc3c(c2c1)CCN(Cc1cnccc1-c1ccccc1)C3,active,374.4840000000001,5.660700000000005,0.0,3.0,6.0
CHEMBL4059780,Cc1ccncc1CN1CCc2c(sc3ccc(F)cc23)C1,active,312.41300000000007,4.302120000000003,0.0,3.0,7.801342913045577
CHEMBL4077026,Fc1ccc2sc3c(c2c1)CCN(Cc1cnccc1Br)C3,active,377.28200000000004,4.756200000000003,0.0,3.0,7.120330794367947
CHEMBL4072728,O=C(c1cccnc1)N1CCc2c(sc3ccc(F)cc23)C1,active,312.369,3.6339000000000024,0.0,3.0,6.0
CHEMBL4074529,CC(=O)Nc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,active,337.44800000000004,3.8130000000000024,1.0,4.0,6.0
CHEMBL4078455,CC(C)(C)OC(=O)Nc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,active,395.5280000000002,5.201600000000005,1.0,5.0,6.0
CHEMBL4102114,CNC(=O)c1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,active,337.44800000000004,3.2142000000000017,1.0,4.0,6.0
CHEMBL4077854,N#Cc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,active,305.406,3.7262800000000027,0.0,4.0,6.58989792335714
CHEMBL4064141,Oc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,active,296.39500000000004,3.5602000000000027,1.0,4.0,7.679853713888946
CHEMBL4085705,CC1(C)OB(c2ccc3sc4c(c3c2)CCN(Cc2cccnc2)C4)OC1(C)C,active,406.3600000000001,4.153800000000004,0.0,5.0,6.939302159646388
CHEMBL4072156,Cc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,active,294.423,4.163020000000004,0.0,3.0,6.58989792335714
CHEMBL4099128,COc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,active,310.422,3.8632000000000026,0.0,4.0,6.0
CHEMBL4063548,Brc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,active,359.2920000000001,4.617100000000004,0.0,3.0,6.286593467832309
CHEMBL4091391,Clc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,active,314.841,4.508000000000004,0.0,3.0,6.348140730753051
CHEMBL4101612,Fc1ccc2sc3c(c2c1)CCN(Cc1cccnc1)C3,active,298.386,3.993700000000004,0.0,3.0,7.55129368009492
CHEMBL4083609,c1cncc(CN2CCc3c(sc4ccccc34)C2)c1,active,280.3960000000001,3.8546000000000022,0.0,3.0,7.55129368009492
CHEMBL4093882,c1cncc(CN2CCc3c([nH]c4ccccc34)C2)c1,active,263.344,3.1212000000000018,1.0,2.0,6.641113795594131
